17|035003019|Comercio al por mayor de cafe tostado molido y soluble
17|035003020|Comercio al por mayor de alimentos para animales
17|035003021|Comercio al por mayor de otros productos alimenticios diversos (incluye jugos de frutas y vegetales y sus conservas)
17|035003022|Comercio al por mayor de bebidas alcoholicas
17|035003023|Comercio al por mayor de bebidas no alcoholicas
17|035003024|Comercio al por mayor de cigarrillos y productos del tabaco
17|035003025|Comercio al por mayor de prendas de vestir
17|035003026|Comercio al por mayor de hilos, hilados, tejidos, telas y confecciones con materiales textiles (excepto prendas de vestir)
17|035003027|Comercio al por mayor de cuero y productos de cuero (excepto prendas de vestir)
17|035003028|Comercio al por mayor de calzado
17|035003029|Comercio al por mayor de productos de la madera aserrada, descortezada, tableros, paneles, hojas de madera, cajas, cajones y obras de madera para edificios
17|035003030|Comercio al por mayor de papel y carton y productos de papel y carton
17|035003031|Comercio al por mayor de productos editoriales, imprentas y otros
17|035003032|Comercio al por mayor de productos farmaceuticos
17|035003033|Comercio al por mayor de productos quimicos (excepto farmaeuticos)
17|035003034|Comercio al por mayor de productos de caucho(incluye llantas)
17|035003035|Comercio al por mayor de productos plasticos
17|035003036|Comercio al por mayor de productos ceramicos(incluye ceramicos, vidrio y cemento)
17|035003037|Comercio al por mayor de productos metalicos (incluye oro refinado y otros metales preciosos), excluye joyerias
17|035003038|Comercio al por mayor de electrodomesticos
17|035003039|Comercio al por mayor de equipos de computacion
17|035003040|Comercio al por mayor de  otra maquinaria y equipo
17|035004001|Servicios de reparacion y mantenimiento de vehiculos de motor y motocicletas
18|036001001|Servicio de alojamiento
18|036002001|Servicios de alimentos, bebidas y otros servicios de comidas moviles
18|036002002|Abastecimiento de eventos y otras actividades de servicio de comidas
18|036002003|Actividades vinculadas al abastecimiento de bebidas
19|037001001|Transporte de pasajeros por via terrestre
19|037001002|Transporte de carga por via terrestre
19|037001003|Transporte de pasajeros por via acuatica
19|037001004|Transporte de carga por via acuatica
19|037001005|Transporte de pasajeros por via aerea
19|037001006|Transporte de carga por via aerea
19|037001007|Deposito y almacenaje
19|037001008|Actividades complemetarias de transporte
20|038001001|Actividades postales y de correo
20|038002001|Telecomunicaciones
20|038002002|Servicios de informatica y servicios conexos
20|038002003|Actividades de produccion de peliculas, de video, de programas de television, grabacion y publicacion de musica y sonido
20|038002004|Actividades de programacion y distribucion de radio y trasmision de television
21|039001001|Actividades de bancos
21|039001002|Actividades de sociedades financieras
21|039001003|Actividades de Cooperativas
21|039001004|Actividades de Mutualistas
21|039001005|Actividades de Instituciones Financieras Publicas
21|039001006|Actividades de Casas de Cambio
21|039001007|Actividades de Almaceneras
21|039001008|Actividades de Tarjetas de Credito
21|039001010|Otras actividades financieras
21|040001004|Seguros (de vida y generales) y reaseguros
21|040001005|Actividades auxiliares de seguros (incluye las actividades de peritos de seguros y asesores productores de seguros)
22|041001001|Actividades inmobiliarias
23|042001001|Investigacion y desarrollo cientifico
23|042001002|Actividades juridicas y de contabilidad
23|042001003|Actividades de administracion de empresas y consultoria
23|042001004|Actividades de arquitectura e ingenieria
23|042001005|Publicidad e investigacion de mercados
23|042001009|Otras actividades profesionales, cientificas y tecnicas
23|042001010|Actividades veterinarias
23|042001011|Actividades de agencias de empleo
23|042001012|Actividades de seguridad e investigacion
23|042001013|Actividades de servicios a edificios y paisajes
23|042001014|Actividades de alquiler y arrendamiento (excepto inmobiliarias)
23|042001015|Actividades de agencias de viajes, operadores turisticos y servicios de reserva
23|042001016|Servicios de concesion de licencias para el derecho de uso de activos intangibles
23|042001019|Otros servicios empresariales n.c.p.
24|043001001|Adm publica, defensa; planes seg social obligatoria
25|044001001|Ensenanza pre primaria y primaria
25|044001002|Ensenanza secundaria
25|044001003|Ensenanza superior
25|044001004|Ensenanza de posgrado
25|044001009|Otros tipos de ensenanza
26|045001001|Actividades de hospitales
26|045001002|Actividades de medicos y odontologos
26|045001003|Otras actividades relacionadas con la salud humana
26|045001004|Instituciones residenciales de cuidado; y servicios sociales sin alojamiento
27|046001001|Artes, entretenimiento y recreacion
27|046001002|Actividades de asociaciones u organizaciones
27|046001003|Reparacion de computadoras y enseres de uso personal o domestico
27|046001009|Otras actividades de servicios
28|047001001|Hogares privados con servicio domestico
